"house_age","needs_renovation","house_price","house_sold","number_of_bedrooms","lot_size","garage_presence"
17,"1",524884.08659114,"1",1,218,"1"
11,"0",377214.803944774,"1",2,70,"0"
12,"0",681899.968757433,"1",2,306,"0"
25,"0",588120.109401538,"1",2,255,"1"
48,"1",344672.750386303,"0",3,137,"1"
24,"0",715644.055046841,"1",5,326,"1"
17,"0",505721.721001144,"0",5,149,"1"
31,"1",762305.502078707,"1",5,402,"1"
17,"1",818522.011862745,"0",5,413,"1"
46,"0",799945.186399178,"0",2,475,"0"
16,"1",636647.366773123,"1",2,303,"0"
5,"0",736797.91342752,"1",5,299,"1"
0,"0",572353.257756711,"1",3,175,"1"
40,"0",727695.944777623,"1",1,413,"0"
10,"0",922213.889407194,"1",1,494,"0"
8,"1",468578.85879735,"1",4,130,"1"
39,"0",364410.959942937,"1",5,92,"1"
3,"0",556405.348440257,"1",3,172,"1"
33,"0",570489.902584069,"1",5,236,"1"
38,"0",730394.708469078,"1",2,394,"1"
34,"0",840155.044294945,"0",3,462,"1"
7,"1",537562.903138682,"1",2,196,"1"
47,"1",327204.949192194,"0",2,127,"1"
34,"0",589499.635361195,"1",2,286,"0"
20,"1",478128.369091943,"0",2,181,"1"
7,"0",569152.75741152,"1",2,197,"1"
38,"0",794989.584146343,"0",4,427,"1"
43,"0",497869.513237602,"1",5,205,"1"
41,"0",310095.313047356,"1",4,62,"1"
30,"0",559254.949502149,"0",2,253,"0"
35,"0",531360.171664256,"1",3,236,"0"
20,"1",699190.54887003,"1",5,329,"1"
41,"0",678963.483594367,"1",1,369,"1"
41,"0",787687.428703934,"1",5,421,"1"
23,"0",890880.814776988,"0",5,460,"1"
46,"0",746954.284789294,"1",3,427,"0"
42,"0",508651.406208271,"0",2,233,"1"
49,"0",285866.025758582,"0",2,87,"0"
17,"0",445645.623637834,"0",1,133,"1"
42,"0",677972.87913142,"1",3,365,"0"
45,"0",707289.33240624,"0",4,387,"0"
42,"0",321818.376080163,"0",1,97,"1"
47,"0",330448.230557856,"0",2,108,"1"
17,"1",829498.904950908,"1",3,447,"0"
20,"0",621394.116382444,"1",2,269,"1"
50,"0",813968.744173777,"0",4,471,"1"
16,"0",738396.753477127,"1",1,356,"1"
4,"0",613486.527715206,"1",3,229,"0"
23,"0",844104.409709963,"1",4,430,"1"
33,"0",486703.915281374,"1",1,202,"1"
34,"0",749268.020749991,"1",1,416,"0"
7,"0",438442.693042005,"1",5,84,"0"
31,"0",783910.332359179,"1",2,419,"1"
9,"0",400256.040916311,"1",4,57,"1"
11,"1",810839.890154182,"0",1,423,"1"
1,"0",570414.983494277,"1",2,195,"0"
2,"1",892985.813892748,"1",3,461,"0"
45,"0",823335.604109935,"0",4,466,"1"
38,"0",625521.289361104,"0",3,305,"1"
18,"0",381881.929092991,"0",1,97,"0"
2,"0",740854.235087769,"1",2,319,"1"
40,"0",798688.807850824,"1",1,460,"1"
4,"0",835378.097487877,"1",5,383,"0"
26,"1",495493.297720786,"1",2,208,"1"
18,"0",406095.578025514,"0",2,98,"1"
41,"1",699291.415598586,"1",2,409,"0"
2,"0",641086.419711412,"1",3,234,"1"
36,"0",447949.749796267,"0",1,190,"0"
12,"0",706618.574937835,"1",5,292,"1"
36,"0",514456.373446066,"0",5,200,"1"
19,"0",886453.735528061,"1",2,471,"1"
3,"0",568388.988127418,"0",1,196,"1"
31,"1",789447.615361303,"1",1,464,"0"
13,"0",435061.741495024,"0",2,118,"0"
20,"0",834527.578724922,"1",1,450,"0"
6,"0",470595.297236519,"0",2,130,"0"
46,"0",642651.76910732,"1",2,345,"1"
43,"0",824642.881222435,"1",1,485,"1"
19,"0",496542.347808429,"0",2,180,"0"
33,"0",740539.66432268,"1",4,375,"1"
45,"0",785948.986740856,"1",5,430,"1"
42,"0",405837.426841833,"1",3,155,"0"
30,"0",308203.440475969,"0",2,51,"1"
29,"0",877516.790355867,"1",3,488,"0"
31,"0",483666.675760643,"0",4,183,"0"
29,"1",326379.35029415,"0",5,61,"1"
36,"0",432345.866860996,"1",3,161,"0"
50,"0",323152.417496296,"1",3,101,"1"
25,"0",874800.260875478,"1",2,475,"1"
16,"0",923655.449194992,"1",2,500,"0"
39,"0",553087.989588204,"1",5,237,"1"
15,"0",760309.554549884,"1",4,358,"0"
45,"0",761877.094355868,"1",1,442,"1"
20,"0",461043.243283747,"0",3,146,"0"
42,"0",572332.430983462,"0",5,258,"1"
33,"0",829113.222804717,"1",4,444,"1"
11,"0",644741.623800883,"1",3,259,"1"
8,"0",427049.51626961,"1",3,83,"1"
33,"0",860415.680469169,"0",2,491,"0"
13,"0",653683.528712074,"1",1,285,"1"
14,"0",513484.998643676,"1",2,181,"0"
3,"1",428648.352673196,"1",5,90,"0"
6,"1",490279.175333648,"0",5,144,"0"
22,"0",424995.669046683,"1",4,107,"1"
31,"1",367789.206530219,"0",5,107,"0"
24,"1",389948.225886203,"0",3,124,"0"
14,"0",565153.888584369,"0",3,214,"0"
9,"0",879691.447695512,"1",1,451,"1"
45,"0",740139.339626875,"1",4,411,"0"
14,"0",494661.909359976,"1",1,173,"0"
1,"0",600132.068590607,"1",4,193,"1"
8,"0",533220.799347676,"1",3,164,"1"
20,"0",674355.515826809,"1",5,295,"0"
33,"0",804994.739685155,"1",3,442,"0"
2,"0",949530.27633536,"1",1,496,"0"
24,"0",602353.919753427,"1",1,270,"1"
13,"0",650247.327536941,"1",3,266,"1"
22,"0",710107.854908266,"1",3,344,"0"
30,"1",485884.879830168,"0",4,195,"1"
22,"0",846073.912580776,"1",4,439,"0"
3,"0",737312.965774825,"0",2,328,"0"
13,"0",530715.735350031,"1",5,160,"1"
20,"1",388082.661690528,"0",5,89,"1"
50,"1",763986.232414333,"1",1,487,"0"
38,"0",402264.194957211,"0",3,143,"0"
2,"0",916726.372547563,"1",4,439,"1"
11,"1",782391.548281016,"0",4,380,"1"
18,"0",826501.317896683,"0",3,423,"0"
2,"1",842386.021287724,"0",3,412,"1"
41,"0",645505.478994817,"1",1,345,"1"
3,"0",837781.065278015,"1",5,382,"0"
28,"1",496768.287784429,"1",2,213,"1"
15,"0",882816.168493539,"1",4,442,"1"
6,"0",846376.967077284,"0",3,411,"0"
23,"1",859481.681848452,"1",4,466,"1"
41,"0",594613.200972146,"0",5,273,"1"
1,"0",716828.572236974,"1",3,299,"0"
19,"0",892994.944612825,"1",5,461,"0"
6,"1",447502.246113916,"1",2,135,"0"
37,"0",397348.447989016,"0",5,122,"0"
3,"1",591251.95721018,"1",4,213,"1"
3,"0",664643.210519217,"1",4,247,"1"
12,"1",648698.660746185,"1",4,288,"0"
24,"1",625061.791130187,"1",5,280,"1"
12,"0",871043.569986376,"1",5,418,"1"
7,"1",661102.30983275,"0",1,299,"1"
10,"0",874710.673782402,"1",2,441,"1"
38,"0",688135.228203218,"1",1,369,"1"
38,"0",584118.20892424,"1",5,258,"1"
3,"0",673193.21618794,"1",1,278,"1"
20,"0",533314.692450639,"1",5,187,"0"
0,"1",688934.783496504,"0",3,289,"1"
13,"1",463014.858089743,"0",4,148,"0"
49,"0",493668.770932844,"1",3,239,"0"
50,"0",715331.316391059,"1",2,409,"1"
44,"0",786467.887594901,"1",2,459,"0"
36,"0",533633.326856795,"0",5,215,"1"
22,"0",372939.534090358,"0",2,91,"0"
0,"0",374642.384958717,"0",1,50,"0"
41,"1",452525.608784378,"0",4,196,"1"
26,"0",766357.391261646,"1",3,395,"0"
39,"0",642189.701773232,"1",2,328,"1"
13,"0",882405.584777489,"1",4,447,"0"
11,"1",783853.387981091,"1",1,404,"1"
46,"0",486526.48963522,"0",2,234,"0"
2,"1",553369.65153088,"1",3,190,"1"
26,"0",394097.02919134,"0",1,124,"0"
31,"1",498946.840818288,"1",4,207,"1"
38,"0",543698.632597789,"1",5,227,"1"
1,"0",514512.226954049,"0",3,134,"1"
30,"0",737821.866368444,"1",2,382,"1"
10,"0",590026.957559562,"1",4,215,"0"
13,"0",723853.485494821,"0",1,339,"1"
49,"0",297568.081537601,"0",1,94,"1"
40,"1",572927.866954208,"1",2,310,"0"
35,"0",706327.818739993,"1",2,378,"0"
4,"0",690217.248302904,"1",5,261,"1"
46,"0",752239.701782081,"1",2,429,"1"
50,"0",455041.391293063,"0",2,210,"1"
29,"0",511916.444235189,"0",4,200,"0"
1,"0",644850.946226865,"0",1,250,"1"
19,"0",842832.387329062,"1",2,436,"1"
26,"0",433271.855742939,"1",5,124,"0"
7,"0",411393.307170038,"1",2,77,"1"
25,"0",725346.053598162,"1",4,343,"1"
25,"0",552682.650884932,"0",3,220,"1"
27,"0",480913.251704336,"0",1,184,"1"
23,"0",758171.458238676,"1",5,367,"0"
18,"0",850630.65048185,"0",2,451,"0"
37,"0",399552.269322367,"1",4,122,"1"
24,"0",892418.852983314,"1",5,473,"0"
36,"0",680870.22287764,"0",5,328,"1"
30,"0",400627.222191898,"0",1,139,"0"
9,"1",402158.030782594,"1",3,90,"1"
27,"0",651926.562209728,"1",3,301,"1"
7,"0",623107.586707811,"1",3,232,"1"
13,"0",428523.248510791,"1",2,104,"1"
24,"1",376718.659411451,"0",5,98,"0"
27,"0",426234.388656851,"1",3,127,"1"
40,"0",873293.842801793,"1",5,485,"1"
40,"0",336801.403153657,"0",1,104,"1"
45,"0",762487.073947709,"1",1,442,"1"
44,"0",584679.49499831,"1",4,280,"1"
6,"0",970287.938496221,"1",4,498,"0"
22,"0",794358.52825022,"1",3,399,"1"
48,"0",584315.668852787,"1",3,306,"0"
30,"0",654703.390591742,"0",5,295,"1"
43,"0",542532.691087618,"0",3,253,"1"
6,"0",716148.244005015,"0",1,317,"1"
47,"0",805684.37793077,"1",4,457,"1"
39,"0",563909.856922603,"1",4,253,"1"
12,"0",475738.963224062,"1",2,137,"1"
39,"0",275393.657185306,"0",1,62,"0"
45,"0",562999.535307065,"1",1,299,"0"
12,"0",762561.109561018,"1",4,344,"1"
10,"0",792537.842544795,"1",5,354,"1"
21,"0",754507.902896387,"1",5,349,"1"
1,"1",398661.542101806,"1",2,75,"1"
48,"0",311891.575390306,"1",4,81,"1"
31,"0",763876.805061192,"0",1,410,"1"
5,"0",620258.662078318,"1",5,220,"0"
27,"0",598611.062026118,"1",5,254,"0"
3,"1",515274.519823472,"1",5,158,"0"
18,"0",590691.737817122,"0",3,233,"1"
25,"0",753846.749165088,"0",5,368,"0"
34,"0",337424.869964932,"1",3,74,"1"
22,"0",771866.166456871,"1",3,381,"1"
32,"0",445343.182272579,"1",4,156,"0"
49,"0",284791.776740227,"0",2,86,"0"
8,"0",543808.269160236,"1",4,166,"1"
3,"0",704437.46850233,"0",2,302,"0"
16,"1",351874.727089075,"0",1,92,"0"
6,"0",721557.261090604,"1",3,304,"1"
46,"1",777328.238266999,"0",2,480,"0"
27,"0",366829.936491017,"0",2,97,"0"
42,"0",625169.341275194,"0",1,330,"1"
45,"0",509681.768449548,"1",5,217,"1"
46,"1",272956.619932873,"0",5,60,"1"
32,"0",351958.152231233,"0",2,89,"1"
26,"0",454599.984964324,"1",3,145,"1"
49,"0",315382.520208575,"0",3,93,"1"
3,"0",903824.181138329,"1",1,454,"1"
29,"0",557055.666190745,"0",1,257,"0"
28,"0",888165.860016447,"0",1,499,"1"
32,"0",890881.623361731,"1",4,488,"1"
39,"1",579870.765320904,"1",5,280,"1"
14,"0",848976.984973649,"1",3,432,"0"
46,"0",451156.283541157,"0",4,193,"0"
19,"0",907298.087912732,"1",2,486,"1"
3,"0",909362.687605745,"1",2,461,"0"
12,"0",699508.48032586,"1",4,294,"1"
2,"0",584569.738356165,"1",3,201,"0"
6,"1",695696.748774939,"1",5,294,"1"
25,"0",697406.714157952,"1",1,347,"1"
39,"0",733732.592784416,"1",1,406,"1"
10,"0",799900.908316661,"1",4,378,"0"
8,"0",656831.073504174,"1",5,244,"1"
7,"0",425466.791791723,"1",4,73,"1"
33,"0",836363.136909997,"1",1,472,"1"
45,"1",338866.66502664,"0",4,117,"1"
8,"0",757298.318926275,"1",4,330,"1"
11,"0",695263.593983061,"1",1,322,"0"
31,"0",301991.205049051,"0",1,55,"1"
44,"0",550769.460156224,"0",1,286,"0"
17,"1",540550.951124057,"1",4,217,"0"
32,"0",832940.18125891,"1",4,443,"1"
40,"0",338064.714802061,"1",4,81,"1"
18,"0",796586.539313733,"1",4,383,"1"
35,"0",851798.007962129,"1",2,480,"1"
48,"0",556847.646413437,"0",2,292,"0"
24,"0",520974.332215906,"1",1,218,"0"
30,"0",510596.814793505,"0",3,199,"1"
14,"1",864991.072460976,"1",3,457,"1"
32,"0",864341.160416731,"0",5,460,"1"
38,"1",304960.203121065,"0",1,108,"0"
16,"0",426628.025941377,"1",3,100,"1"
44,"0",622074.761962,"1",4,319,"0"
1,"1",870129.474457696,"1",5,426,"0"
6,"0",450390.791054767,"1",3,96,"1"
36,"0",819866.326597277,"1",2,458,"1"
10,"0",396186.170761514,"0",4,57,"1"
3,"0",710549.472378297,"1",1,306,"1"
40,"1",318467.530042016,"0",1,111,"1"
9,"1",359134.748532415,"1",2,74,"0"
49,"0",690892.757058295,"1",2,390,"1"
16,"0",860520.275019956,"1",3,437,"1"
6,"0",590153.252477776,"1",5,188,"1"
13,"0",483755.779159867,"0",5,124,"1"
21,"1",894134.60929474,"1",5,480,"1"
45,"0",788058.312312944,"0",1,462,"1"
45,"0",786163.369725904,"1",1,469,"0"
8,"0",640240.722629042,"1",3,257,"0"
18,"0",699061.862258501,"1",5,300,"1"
37,"0",646282.764158068,"1",3,329,"0"
0,"0",804265.213338737,"1",5,339,"1"
26,"0",373105.259529363,"0",1,99,"1"
0,"0",526310.854591108,"1",4,134,"1"
9,"0",622040.076928714,"1",5,222,"1"
30,"0",352821.416946577,"0",2,86,"1"
1,"0",500494.519675789,"1",1,140,"1"
48,"0",725085.864944167,"1",4,407,"0"
38,"0",566107.056256691,"1",1,275,"1"
43,"0",798912.800360651,"1",1,476,"0"
20,"0",714851.744450473,"1",4,334,"0"
27,"0",851042.499360682,"1",5,448,"0"
0,"1",730981.996662945,"1",4,315,"1"
42,"1",735684.128830466,"0",5,417,"0"
38,"0",844648.954918949,"1",1,499,"0"
31,"0",447869.002545218,"1",5,146,"0"
6,"0",809690.436399453,"1",2,390,"0"
38,"0",386636.926291968,"1",3,122,"1"
7,"0",794097.581810511,"1",2,381,"0"
25,"1",567009.539407872,"1",1,269,"1"
20,"0",466367.763061545,"0",3,140,"1"
19,"0",776095.140969386,"1",3,378,"1"
25,"0",343696.162587387,"1",3,58,"1"
47,"0",623784.920956034,"1",5,319,"0"
18,"0",836210.386092545,"1",2,439,"0"
17,"0",775365.131598752,"1",2,388,"0"
4,"0",458744.78610902,"0",3,109,"0"
21,"0",655494.258579592,"0",2,298,"1"
0,"1",843006.292211997,"1",1,423,"1"
11,"0",428508.863815581,"1",4,84,"1"
49,"0",317683.6740445,"0",2,101,"1"
43,"0",811967.541128402,"1",2,477,"0"
12,"0",782789.273117706,"1",2,373,"1"
31,"0",446426.010737902,"1",3,160,"0"
15,"1",434206.284981356,"0",5,123,"0"
40,"0",514511.164509149,"1",4,227,"0"
32,"0",877390.376956202,"0",3,496,"0"
30,"0",433648.534367931,"0",1,154,"1"
7,"0",605650.868697803,"0",2,227,"1"
11,"0",939933.873348103,"1",4,477,"1"
15,"0",785248.231315065,"1",3,376,"1"
42,"0",358925.181299623,"1",3,120,"0"
35,"0",738637.754771854,"1",4,387,"0"
14,"0",887883.389146748,"1",3,461,"0"
2,"0",465901.534354397,"0",5,95,"0"
47,"1",515944.063557143,"0",3,266,"1"
35,"0",449332.387929019,"1",4,156,"1"
40,"0",653484.646870631,"0",5,315,"1"
9,"0",553533.374290834,"1",4,185,"0"
39,"0",830488.792503832,"1",5,450,"1"
9,"0",931793.890015726,"1",4,476,"0"
46,"0",476844.457057085,"1",1,236,"0"
44,"0",383500.334063526,"1",3,142,"0"
34,"0",689981.722615569,"0",5,339,"0"
36,"0",831994.890434928,"1",3,459,"1"
37,"0",844141.40496511,"0",5,456,"1"
14,"0",880221.639111257,"0",1,472,"0"
29,"0",873545.90830069,"1",4,467,"1"
24,"1",696051.041050104,"0",4,342,"1"
23,"0",343717.714734827,"1",4,57,"0"
1,"0",427144.208256636,"0",1,82,"1"
48,"0",756816.742926965,"1",3,430,"1"
1,"0",648840.663801909,"0",1,254,"1"
7,"0",369131.71736282,"1",1,52,"1"
41,"0",395548.043309856,"0",5,120,"1"
13,"1",591308.578881522,"1",2,253,"1"
4,"0",409600.946182031,"0",4,52,"1"
26,"1",384846.60442697,"0",3,126,"0"
10,"0",499273.217368895,"1",4,135,"1"
29,"0",840027.707347248,"1",2,466,"0"
14,"0",599258.559254625,"0",5,224,"0"
7,"0",917181.846657167,"1",2,466,"1"
34,"0",711237.485081347,"1",5,346,"1"
38,"0",482055.525400921,"1",1,210,"1"
49,"0",262459.574413381,"0",1,77,"0"
23,"1",582604.479518175,"0",2,269,"1"
43,"0",802332.8392043,"1",2,470,"0"
40,"0",837904.3382635,"1",1,488,"1"
22,"1",874018.009655361,"1",3,483,"1"
49,"0",710519.379948564,"1",2,405,"1"
13,"0",550089.450120705,"0",2,198,"1"
45,"0",454768.113436404,"1",3,200,"0"
0,"0",693524.150508603,"0",5,263,"0"
16,"0",779893.315722443,"0",4,366,"1"
19,"0",454182.137222983,"1",5,123,"0"
27,"0",582263.2145822,"1",3,248,"1"
5,"0",447608.841851668,"1",2,99,"1"
48,"0",583242.684303464,"1",3,296,"1"
12,"0",809520.073834234,"1",5,381,"0"
13,"0",693127.512643046,"1",4,292,"1"
33,"1",382594.997815746,"0",2,137,"1"
45,"0",835019.573070875,"0",4,474,"1"
32,"0",871997.74136729,"1",5,466,"1"
29,"0",841610.873376007,"0",4,442,"1"
25,"0",450117.438279247,"0",2,149,"1"
24,"0",787496.162188919,"1",4,399,"0"
49,"0",541179.945324889,"1",1,282,"1"
21,"0",616272.646929722,"0",4,252,"1"
21,"0",798485.950303414,"0",1,415,"1"
49,"0",402971.278157915,"1",3,160,"1"
7,"1",627773.562116467,"0",1,274,"1"
17,"1",505976.282122578,"0",4,179,"1"
27,"0",408139.284850509,"0",2,130,"0"
45,"0",541473.625716942,"0",2,274,"0"
12,"0",882750.166183403,"1",4,436,"1"
9,"0",439627.296306366,"1",4,88,"1"
28,"0",770627.01386949,"0",1,418,"0"
20,"0",747438.470570203,"0",3,367,"0"
13,"0",439524.33895045,"0",1,119,"1"
36,"0",341982.851214088,"1",5,77,"0"
31,"0",421607.650810081,"1",4,125,"1"
14,"1",854886.957065343,"0",5,444,"0"
2,"0",482886.10469923,"1",3,112,"1"
16,"0",461960.159673797,"0",4,121,"1"
47,"0",566466.004517032,"1",1,306,"0"
8,"0",447339.283333356,"1",4,101,"0"
46,"0",486840.3697406,"1",3,228,"0"
38,"0",295442.447117875,"1",3,61,"0"
27,"0",573005.046072846,"1",5,226,"1"
22,"0",615177.164379466,"1",4,253,"1"
50,"0",745663.508701084,"1",5,411,"1"
2,"0",879400.065967871,"1",4,411,"1"
34,"0",803450.280246052,"1",3,433,"1"
0,"0",535882.810727716,"1",1,164,"1"
41,"0",626667.849595055,"1",5,298,"1"
22,"0",469291.957206342,"1",4,141,"1"
49,"1",259057.994433466,"0",5,67,"0"
38,"0",616774.683036667,"1",1,324,"0"
20,"0",450406.179639178,"0",2,136,"1"
22,"0",654172.693593008,"0",2,298,"1"
44,"0",655900.779975078,"1",4,336,"1"
8,"1",453225.527097902,"0",4,129,"0"
49,"0",353143.581244946,"1",3,131,"0"
30,"0",360840.28572421,"0",1,108,"0"
23,"0",506559.932892525,"0",2,197,"0"
2,"1",629816.331575097,"0",2,267,"0"
42,"0",665341.952670721,"1",5,339,"0"
44,"1",285334.424154118,"0",1,97,"1"
26,"0",870276.2197825,"0",4,459,"1"
23,"0",682459.200636143,"1",2,322,"1"
23,"0",537762.960508155,"1",3,213,"0"
17,"0",345906.164416987,"0",2,58,"0"
26,"0",655566.695102471,"1",4,292,"1"
33,"0",785087.28445232,"1",2,425,"1"
50,"0",411563.413789417,"0",2,176,"1"
29,"0",783829.475650279,"1",4,399,"1"
26,"0",821362.607785685,"0",5,422,"0"
14,"0",402544.747113527,"0",4,80,"0"
46,"1",475988.876514126,"1",1,248,"1"
40,"0",525881.134220425,"0",4,226,"1"
24,"1",889173.424529598,"1",5,484,"1"
28,"1",776459.898161871,"1",2,438,"0"
38,"0",525411.075140197,"0",4,232,"0"
21,"1",855390.700528277,"1",2,484,"0"
41,"0",341489.896683766,"0",5,88,"0"
11,"0",659120.921377647,"1",5,263,"0"
15,"1",895428.684946647,"1",4,484,"0"
50,"0",480577.373980143,"1",2,229,"1"
37,"0",775616.556559062,"1",5,403,"1"
33,"0",748840.542859608,"1",3,398,"0"
39,"0",779395.912754678,"1",4,429,"0"
49,"1",312239.054608033,"0",5,97,"1"
37,"0",393950.469448652,"1",3,135,"0"
40,"1",699271.302939488,"1",2,398,"1"
39,"1",331727.576779376,"0",4,97,"1"
19,"0",384256.734812734,"1",5,60,"1"
4,"0",653093.294946048,"1",3,248,"1"
2,"0",681280.526059803,"1",3,275,"0"
10,"0",746994.303099074,"1",2,342,"1"
19,"1",753368.010322461,"1",2,390,"1"
49,"0",463202.444695309,"1",2,214,"1"
42,"0",283707.14617474,"0",3,61,"0"
3,"0",474844.001603889,"0",5,103,"0"
16,"0",896040.246486933,"1",1,478,"1"
38,"0",759876.790678021,"1",2,425,"0"
37,"0",453284.233682268,"0",1,186,"1"
6,"0",391208.645461032,"1",1,67,"1"
32,"0",777628.955447389,"0",2,417,"1"
21,"0",675270.512046697,"1",3,315,"0"
21,"0",584358.760044279,"1",4,236,"0"
10,"0",846528.230268305,"1",4,403,"1"
5,"0",660120.637162216,"1",5,251,"0"
33,"0",763167.269013887,"1",4,393,"1"
2,"0",549282.941761773,"0",1,179,"1"
24,"0",713770.130162928,"1",4,334,"1"
33,"0",313450.86490425,"0",1,69,"1"
4,"0",911603.829391574,"0",2,464,"0"
25,"0",843292.296747769,"0",2,449,"1"
17,"1",434419.267628882,"0",4,125,"1"
39,"0",408041.946452433,"0",1,165,"0"
37,"1",494719.591160771,"1",3,226,"1"
7,"1",863339.156667086,"1",3,440,"1"
45,"0",598070.066808767,"0",1,315,"1"
39,"0",408354.670814694,"1",4,143,"0"
39,"0",643710.64528429,"1",2,328,"1"
38,"0",464063.849908576,"0",2,200,"0"
35,"0",547810.957719975,"1",2,247,"1"
8,"0",708824.848141372,"1",5,295,"0"
7,"0",605936.676229143,"1",2,226,"1"
11,"1",526737.710180628,"1",3,189,"1"
29,"0",404683.443947476,"0",1,130,"1"
48,"0",356274.3585475,"0",1,136,"1"
32,"0",403439.397892246,"0",2,139,"0"
44,"0",512164.251771508,"1",3,242,"0"
23,"1",620792.953716115,"1",2,307,"0"
1,"0",961175.045314045,"1",2,485,"1"
10,"0",883885.74778759,"0",3,448,"0"
28,"0",676862.656595195,"1",4,325,"0"
29,"1",745320.414740587,"1",1,414,"1"
24,"0",337664.68414864,"1",3,54,"1"
24,"0",774175.411088136,"1",4,389,"0"
7,"0",667805.460452726,"1",4,268,"0"
25,"0",597435.710138545,"1",4,248,"1"
35,"0",304230.195449007,"0",2,69,"0"
45,"0",278839.961782049,"1",4,57,"0"
39,"0",744477.452765165,"1",2,407,"1"
16,"0",741106.898219048,"1",1,359,"1"
25,"0",603407.072966378,"1",4,251,"1"
13,"0",785446.216959754,"1",5,355,"1"
14,"1",757067.177898955,"1",2,391,"0"
32,"1",790757.053476917,"0",2,459,"0"
0,"0",858992.13832505,"1",5,382,"1"
18,"1",648092.903407578,"1",3,310,"0"
22,"1",800367.151855562,"1",5,413,"1"
26,"1",521274.157997404,"1",4,213,"1"
8,"1",840498.917181248,"1",1,440,"1"
36,"0",828801.885300884,"1",3,466,"0"
3,"0",509878.538620749,"0",3,136,"1"
9,"0",767090.802958049,"1",2,355,"1"
2,"0",744640.16533854,"1",3,323,"0"
1,"0",725271.73925113,"1",4,289,"1"
20,"0",354684.462148459,"0",1,71,"1"
7,"0",394916.625755465,"1",1,82,"0"
27,"0",780325.532080986,"1",5,384,"1"
19,"0",600351.794391334,"1",4,236,"1"
20,"0",868498.084994504,"1",5,444,"0"
43,"0",311864.960987269,"1",5,60,"1"
0,"0",900602.514384273,"1",3,430,"1"
9,"0",459987.866668419,"0",5,95,"1"
17,"0",589459.158734728,"1",5,224,"0"
44,"0",792459.256561584,"0",2,455,"1"
12,"1",437537.975905009,"1",2,131,"1"
12,"0",524864.778779067,"1",5,161,"0"
5,"0",830768.715069842,"1",1,403,"1"
43,"0",307273.221009855,"0",2,80,"1"
8,"0",554740.57414829,"0",5,166,"1"
19,"0",462934.372712454,"0",2,154,"0"
19,"1",527186.482095375,"0",2,217,"1"
19,"0",800068.912909149,"1",3,397,"1"
32,"1",571837.663412522,"1",1,289,"1"
1,"0",628712.458787966,"1",3,222,"1"
23,"0",621149.821250091,"1",5,252,"1"
16,"1",903661.724196265,"1",4,484,"1"
23,"0",628511.513205606,"1",5,268,"0"
44,"0",612839.956769327,"0",2,327,"0"
39,"1",393613.892985881,"0",5,137,"1"
11,"1",552194.590982783,"1",1,226,"1"
29,"0",375752.289135323,"0",2,100,"1"
29,"1",634610.076684414,"1",4,308,"1"
17,"0",718402.149136577,"0",5,322,"0"
0,"0",535466.708121116,"1",4,150,"0"
30,"1",780343.380684947,"1",1,444,"1"
37,"0",729836.725098794,"1",2,391,"1"
44,"0",504978.981962727,"1",3,236,"0"
13,"0",926057.824989203,"0",4,481,"0"
37,"0",406386.201797704,"0",1,160,"0"
21,"0",704110.23895429,"1",2,333,"1"
32,"0",423011.332211334,"1",3,136,"1"
13,"0",762090.16758112,"1",3,362,"0"
46,"0",467797.007306763,"0",1,218,"1"
28,"1",768695.58112423,"1",2,422,"1"
32,"0",353902.788426176,"0",2,90,"1"
35,"1",653818.886191526,"1",5,328,"1"
39,"0",585514.502816208,"1",5,263,"1"
45,"0",735735.401076839,"1",1,421,"1"
28,"0",749348.371361434,"1",3,378,"1"
19,"1",352243.348753775,"0",4,66,"1"
32,"0",836731.524803893,"1",5,447,"0"
5,"0",404683.776649499,"1",3,69,"0"
38,"0",481749.190486653,"1",5,179,"1"
19,"0",367882.642599224,"0",1,79,"1"
13,"0",581944.109095039,"1",3,223,"0"
36,"0",573731.407318121,"1",2,278,"0"
35,"1",392158.935405406,"0",4,144,"0"
38,"1",441064.303615723,"0",3,186,"1"
7,"0",665380.676735447,"1",5,259,"0"
5,"0",842039.122751863,"1",2,413,"0"
13,"0",710032.714907051,"1",1,328,"1"
46,"1",644715.77389048,"1",5,346,"1"
7,"0",884550.374663657,"1",5,417,"1"
32,"0",617796.082605081,"1",1,303,"1"
24,"0",642905.228869519,"0",4,289,"0"
31,"0",816074.734046213,"1",2,444,"1"
31,"0",505389.174015386,"1",3,207,"0"
1,"0",628204.820324101,"1",1,248,"0"
48,"0",694412.155448063,"1",4,373,"1"
37,"0",480629.774856555,"1",1,207,"1"
30,"0",832720.049018232,"0",3,446,"1"
16,"0",397515.651864,"0",1,95,"1"
33,"0",673749.761807363,"1",3,330,"1"
38,"0",374092.703869227,"0",4,104,"1"
49,"0",772165.286907454,"0",2,461,"0"
35,"0",616578.109512393,"0",5,285,"0"
29,"0",851884.960115626,"1",4,462,"0"
4,"0",867450.311504473,"0",2,429,"0"
21,"0",696666.055882564,"1",5,315,"0"
10,"1",726173.519878832,"1",4,344,"0"
41,"0",682956.238188792,"1",1,381,"0"
20,"0",611899.471202049,"1",1,279,"0"
23,"0",331343.64037293,"0",2,51,"1"
28,"0",426955.111345915,"1",3,129,"1"
35,"1",714687.463633755,"1",5,385,"0"
15,"1",906694.120379544,"0",4,485,"1"
